StatusMonth,Occupation,Score,n,maxsub,minsub
2026-06,233411 Electronics Engineer,105,1,45885.41609806713,45885.41609806713
2026-06,234211 Chemist,95,3,46162.68654892361,46030.23273981482
2026-06,234211 Chemist,90,15,46163.766732557866,45550.79964128472
2026-06,234211 Chemist,85,6,45922.63691369213,45575.470129050926
2026-06,234211 Chemist,100,3,46155.625950497684,45893.465197337966
2026-06,234211 Chemist,105,1,46085.906838229166,46085.906838229166
2026-06,271311 Solicitor,80,89,46108.447678819444,45448.574322650464
2026-06,271311 Solicitor,95,3,46005.930158483796,45807.50641307871
2026-06,271311 Solicitor,90,50,46161.74873831018,45477.971711805556
2026-06,271311 Solicitor,85,98,46171.99238931713,45456.50220200232
2026-06,312312 Electrical Engineering Technician,80,15,46058.139131828706,45450.00440362268
2026-06,312312 Electrical Engineering Technician,90,25,46076.85593333333,45499.71472103009
2026-06,312312 Electrical Engineering Technician,85,34,46161.86115783565,45524.92621655093
2026-06,323211 Fitter (General),80,4,45918.70193318287,45609.13899047454
2026-06,323211 Fitter (General),85,4,46167.92357083333,45918.5292875
2026-06,232111 Architect,95,4,46174.05077410879,45903.59164105324
2026-06,232111 Architect,90,24,46175.6681994213,45645.02404016204
2026-06,232111 Architect,85,34,45986.20181755787,45464.477317592595
2026-06,234212 Food Technologist,95,7,46173.008365891204,45550.01933252315
2026-06,234212 Food Technologist,90,34,46171.85302792824,45458.70454965278
2026-06,234212 Food Technologist,85,3,45921.96080173611,45513.534615937504
2026-06,234212 Food Technologist,100,1,45979.996586724534,45979.996586724534
2026-06,234212 Food Technologist,105,1,45908.6392815162,45908.6392815162
2026-06,312311 Electrical Engineering Draftsperson,80,2,46091.1014505787,45559.725057986114
2026-06,312311 Electrical Engineering Draftsperson,90,1,46056.37019533565,46056.37019533565
2026-06,312311 Electrical Engineering Draftsperson,85,1,45903.77469355324,45903.77469355324
2026-06,224711 Management Consultant,80,60,46102.50632126157,45447.74584351852
2026-06,224711 Management Consultant,95,4,46177.02309398148,46111.93008480324
2026-06,224711 Management Consultant,90,42,46176.65597476852,45704.5463840625
2026-06,224711 Management Consultant,85,73,46176.695136539354,45450.53235462963
2026-06,234711 Veterinarian,80,15,46080.43745917824,45518.99501292824
2026-06,234711 Veterinarian,95,4,46071.96730127315,45751.843139965276
2026-06,234711 Veterinarian,90,16,46155.04089903935,45727.69418730324
2026-06,234711 Veterinarian,85,28,46175.60115170139,45448.59435625
2026-06,234711 Veterinarian,100,1,45924.803899502316,45924.803899502316
2026-06,241411 Secondary School Teacher,75,31,45832.79760153935,45495.76697491898
2026-06,241411 Secondary School Teacher,80,170,46177.038208680555,45450.555434375
2026-06,241411 Secondary School Teacher,95,2,46177.02948445602,46074.86906469907
2026-06,241411 Secondary School Teacher,90,17,46174.61579915509,45708.819078622684
2026-06,241411 Secondary School Teacher,85,86,46175.2985528125,45534.475327314816
2026-06,241411 Secondary School Teacher,100,2,46176.99754603009,45903.45545390046
2026-06,134111 Child Care Centre Manager,80,2,45842.65833275463,45546.53739297454
2026-06,224111 Actuary,95,3,46154.88990350695,45797.74345879629
2026-06,224111 Actuary,90,12,46061.44209409722,45792.44543611111
2026-06,333111 Glazier,65,2,46046.98191944444,45936.52199837963
2026-06,333111 Glazier,75,1,46000.77976855324,46000.77976855324
2026-06,263312 Telecommunications Network Engineer,95,2,45881.88150914352,45648.94284221065
2026-06,133211 Engineering Manager,80,15,46058.69523417824,45493.83039452546
2026-06,133211 Engineering Manager,95,1,45974.06031049768,45974.06031049768
2026-06,133211 Engineering Manager,90,3,46177.09279224537,45778.68795443287
2026-06,133211 Engineering Manager,85,15,46173.69314170139,45623.873866932874
2026-06,234599 Life Scientists nec,95,1,45989.62198576389,45989.62198576389
2026-06,234599 Life Scientists nec,100,3,46151.3212412037,46034.45743603009
2026-06,254422 Registered Nurse (Mental Health),75,2,45772.80298457176,45604.50239780093
2026-06,254422 Registered Nurse (Mental Health),80,24,46175.82783931713,45715.53973653935
2026-06,254422 Registered Nurse (Mental Health),90,1,45877.469741469904,45877.469741469904
2026-06,254422 Registered Nurse (Mental Health),85,14,46176.50725601852,45796.532477430555
2026-06,234511 Life Scientist (General),95,5,46077.73339375,45697.86012237269
2026-06,234511 Life Scientist (General),100,3,46144.71616820602,45587.64910552083
2026-06,254423 Registered Nurse (Perioperative),75,9,45749.42994811342,45520.07063657408
2026-06,254423 Registered Nurse (Perioperative),80,18,46163.55902615741,45647.43323927083
2026-06,254423 Registered Nurse (Perioperative),90,2,45736.817892743056,45530.735507986115
2026-06,254423 Registered Nurse (Perioperative),85,2,46134.84484641204,45972.50254386574
2026-06,232212 Surveyor,80,7,45918.70418854167,45795.968526655095
2026-06,232212 Surveyor,90,4,46173.89696878472,45658.78342045139
2026-06,232212 Surveyor,85,6,46177.14673295139,45595.74352133102
2026-06,254499 Registered Nurses nec,75,48,45770.7008212963,45461.51126547454
2026-06,254499 Registered Nurses nec,80,614,46177.22167627315,45449.4333147338
2026-06,254499 Registered Nurses nec,90,26,46149.91760972222,45636.48079170139
2026-06,254499 Registered Nurses nec,85,223,46177.024312002315,45545.682221875
2026-06,254499 Registered Nurses nec,100,1,46177.00904016204,46177.00904016204
2026-06,224512 Valuer,80,13,46030.11253533565,45476.59731612269
2026-06,224512 Valuer,90,2,46051.818469212965,45454.70665304398
2026-06,224512 Valuer,85,8,46000.822494479165,45518.442634837964
2026-06,234516 Marine Biologist,100,1,46130.59253136574,46130.59253136574
2026-06,234516 Marine Biologist,105,1,46131.8871028588,46131.8871028588
2026-06,233611 Mining Engineer (excluding Petroleum),80,14,46079.6810602662,45449.97894244213
2026-06,233611 Mining Engineer (excluding Petroleum),95,3,46176.685731631944,45905.88316049769
2026-06,233611 Mining Engineer (excluding Petroleum),90,6,46171.95147453704,45554.89769505787
2026-06,233611 Mining Engineer (excluding Petroleum),85,26,46168.85137766204,45526.38581230324
2026-06,254417 Registered Nurse (Disability and Rehabilitation),80,5,46176.71878364583,45972.84132746528
2026-06,254417 Registered Nurse (Disability and Rehabilitation),85,1,45773.506224502315,45773.506224502315
2026-06,261211 Multimedia Specialist,95,12,46052.64635185185,45602.61631258102
2026-06,261211 Multimedia Specialist,110,1,46119.99519259259,46119.99519259259
2026-06,261211 Multimedia Specialist,100,6,46169.37195486111,45915.596932291664
2026-06,261211 Multimedia Specialist,105,1,46066.43469927083,46066.43469927083
2026-06,263311 Telecommunications Engineer,95,8,45989.44930763889,45744.575814965276
2026-06,263311 Telecommunications Engineer,100,3,46076.97509447917,45783.82340949074
2026-06,322313 Welder (First Class),80,34,46044.87400447916,45474.78815983796
2026-06,322313 Welder (First Class),90,6,46057.75998665509,45946.32543163194
2026-06,322313 Welder (First Class),85,10,46174.02630868056,45475.72586265046
2026-06,234912 Metallurgist,80,4,46016.203214733796,45643.07225648148
2026-06,234912 Metallurgist,85,4,46173.32005648148,45495.007598530094
2026-06,234912 Metallurgist,100,1,46127.59693186342,46127.59693186342
2026-06,234912 Metallurgist,105,1,46127.604276122685,46127.604276122685
2026-06,232214 Other Spatial Scientist,80,6,46099.03223012731,45548.63478966435
2026-06,232214 Other Spatial Scientist,95,1,46139.48419710648,46139.48419710648
2026-06,232214 Other Spatial Scientist,85,18,46071.76211979167,45504.819357291664
2026-06,133111 Construction Project Manager,80,142,46096.90952878472,45467.97878101852
2026-06,133111 Construction Project Manager,95,8,46177.06476608796,45974.07046296296
2026-06,133111 Construction Project Manager,90,35,46175.74850482639,45618.46567538194
2026-06,133111 Construction Project Manager,85,95,46174.96591890046,45574.39512650463
2026-06,133111 Construction Project Manager,100,1,46176.0684662037,46176.0684662037
2026-06,253111 General Practitioner,75,9,45762.64554525463,45611.85608232639
2026-06,253111 General Practitioner,80,98,46176.696394872684,45606.49193290509
2026-06,253111 General Practitioner,95,2,46086.25720836806,46038.855083449074
2026-06,253111 General Practitioner,90,13,46175.68062225694,45896.44341921296
2026-06,253111 General Practitioner,85,60,46174.41032943287,45608.5480962963
2026-06,234313 Environmental Research Scientist,80,5,46053.29799525463,45526.49528888889
2026-06,234313 Environmental Research Scientist,90,9,46138.869034375,45541.71989386574
2026-06,234313 Environmental Research Scientist,85,10,46054.632979629634,45631.65006797454
2026-06,234313 Environmental Research Scientist,100,1,46043.460192858794,46043.460192858794
2026-06,234313 Environmental Research Scientist,105,2,46028.398275960644,46012.64514424768
2026-06,234112 Agricultural Scientist,80,17,46084.958696064816,45489.672789317134
2026-06,234112 Agricultural Scientist,95,2,45993.51061982639,45866.52140211806
2026-06,234112 Agricultural Scientist,90,10,46176.67598194444,45737.64654533565
2026-06,234112 Agricultural Scientist,85,26,46140.94674186343,45461.71041817129
2026-06,234112 Agricultural Scientist,100,3,46117.34448028935,45611.278867280096
2026-06,234113 Forester,80,1,45859.12521049769,45859.12521049769
2026-06,234113 Forester,85,1,45896.51387751158,45896.51387751158
2026-06,271111 Barrister,80,1,46071.47944174769,46071.47944174769
2026-06,271111 Barrister,85,1,46071.47071721065,46071.47071721065
2026-06,331212 Carpenter,65,137,46133.50957488426,45497.50873040509
2026-06,331212 Carpenter,75,53,46172.67124814815,45862.590695833336
2026-06,331212 Carpenter,70,133,46177.02552905092,45609.63716377315
2026-06,331212 Carpenter,80,18,46176.57895431713,45552.80714853009
2026-06,331212 Carpenter,90,3,46176.9864409375,46001.70488275463
2026-06,331212 Carpenter,85,5,46175.964006284725,45974.312135451386
2026-06,331212 Carpenter,100,1,46149.928314351855,46149.928314351855
2026-06,272511 Social Worker,75,39,45847.59251454861,45552.627716400464
2026-06,272511 Social Worker,80,153,46177.025383182874,45539.586105243055
2026-06,272511 Social Worker,90,15,46161.49539189815,45708.81383518518
2026-06,272511 Social Worker,85,70,46174.670643136575,45697.54941605324
2026-06,342313 Electronic Equipment Trades Worker,80,8,46076.9766346875,45463.78902476852
2026-06,342313 Electronic Equipment Trades Worker,90,1,45953.527494444446,45953.527494444446
2026-06,342313 Electronic Equipment Trades Worker,85,4,46165.84997268519,45694.95277094907
2026-06,233612 Petroleum Engineer,80,21,46097.895164814814,45456.633206099534
2026-06,233612 Petroleum Engineer,95,3,46171.72582476852,45890.6885690625
2026-06,233612 Petroleum Engineer,85,23,46157.7754721875,45531.94351681713
2026-06,233612 Petroleum Engineer,105,1,46114.58909302083,46114.58909302083
2026-06,252111 Chiropractor,80,5,46073.646469328705,45593.47897149305
2026-06,252111 Chiropractor,90,1,45706.52742060185,45706.52742060185
2026-06,252111 Chiropractor,85,6,46058.700322916666,45794.77353017361
2026-06,394111 Cabinetmaker,80,2,46055.9904372338,45666.548107870374
2026-06,394111 Cabinetmaker,85,2,45971.73779452546,45971.65346689815
2026-06,254415 Registered Nurse (Critical Care and Emergency),75,14,45771.76506006945,45524.75299424768
2026-06,254415 Registered Nurse (Critical Care and Emergency),80,39,46176.775759027776,45505.443245601855
2026-06,254415 Registered Nurse (Critical Care and Emergency),90,2,46010.66593028935,45981.92296041667
2026-06,254415 Registered Nurse (Critical Care and Emergency),85,23,46175.95602534722,45638.706521493055
2026-06,224311 Economist,80,18,46104.784107060186,45497.55319097222
2026-06,224311 Economist,90,10,46121.42709556713,45858.66269039352
2026-06,224311 Economist,85,21,46154.485877280094,45533.57912962963
2026-06,234514 Biotechnologist,95,3,46095.02652905093,45748.88166478009
2026-06,234514 Biotechnologist,100,2,46054.127790659724,46043.020905324076
2026-06,331111 Bricklayer,65,33,46134.693140393516,45465.01374841435
2026-06,331111 Bricklayer,75,10,46177.112536886576,45663.86825162037
2026-06,331111 Bricklayer,70,12,46175.57096385417,45884.70653457176
2026-06,331111 Bricklayer,80,3,46175.00681496528,45951.58876871528
2026-06,331111 Bricklayer,85,1,45953.97997728009,45953.97997728009
2026-06,139912 Environmental Manager,80,7,46083.61373105324,45505.82262349537
2026-06,139912 Environmental Manager,90,4,46138.458637118056,45870.51606385417
2026-06,139912 Environmental Manager,85,6,45983.62988032407,45782.45336357639
2026-06,139911 Arts Administrator or Manager,80,5,45804.417254050924,45487.732476157405
2026-06,139911 Arts Administrator or Manager,90,3,45818.45478368056,45583.445278935185
2026-06,139911 Arts Administrator or Manager,85,3,46029.551136423615,45485.64535092593
2026-06,254412 Registered Nurse (Aged Care),75,15,45751.6485528125,45456.45279563658
2026-06,254412 Registered Nurse (Aged Care),80,119,46176.806244988424,45458.479499849534
2026-06,254412 Registered Nurse (Aged Care),90,4,46133.74151119213,46073.68778927083
2026-06,254412 Registered Nurse (Aged Care),85,22,46176.103350578705,45450.66497665509
2026-06,254412 Registered Nurse (Aged Care),110,1,46127.77865439815,46127.77865439815
2026-06,254412 Registered Nurse (Aged Care),105,1,46173.5415128125,46173.5415128125
2026-06,253999 Medical Practitioners nec,75,4,45720.86740393518,45603.95962890046
2026-06,253999 Medical Practitioners nec,80,69,46177.00630289352,45669.87631600694
2026-06,253999 Medical Practitioners nec,90,12,46165.086023807875,45972.978645717594
2026-06,253999 Medical Practitioners nec,85,48,46165.263018831014,45697.991591516206
2026-06,234412 Geophysicist,80,3,45958.995642361115,45479.85401273148
2026-06,234412 Geophysicist,90,1,46145.00293888889,46145.00293888889
2026-06,234412 Geophysicist,85,2,45965.50236697917,45908.67344008102
2026-06,234412 Geophysicist,100,1,46173.44565327546,46173.44565327546
2026-06,224113 Statistician,95,22,46177.23209829861,45533.42164082176
2026-06,224113 Statistician,90,66,46149.54580335648,45509.08328290509
2026-06,224113 Statistician,100,3,46145.526647025465,46013.90649320602
2026-06,224113 Statistician,105,3,46062.04537792824,46013.070576122685
2026-06,341111 Electrician (General),65,16,46127.76438090278,45685.695311724536
2026-06,341111 Electrician (General),75,6,46175.814717939815,46007.400131793984
2026-06,341111 Electrician (General),70,19,46177.026567361114,45923.54550019676
2026-06,341111 Electrician (General),80,9,46177.18145621528,45972.80486936343
2026-06,252511 Physiotherapist,75,7,45770.16844702546,45520.78121570602
2026-06,252511 Physiotherapist,80,63,46176.752124189814,45474.49528113426
2026-06,252511 Physiotherapist,95,1,46006.869479016204,46006.869479016204
2026-06,252511 Physiotherapist,90,4,46171.800093715276,46009.57745385417
2026-06,252511 Physiotherapist,85,23,46162.43862380787,45751.76882353009
2026-06,252511 Physiotherapist,100,1,46177.002893206016,46177.002893206016
2026-06,251211 Medical Diagnostic Radiographer,80,26,46170.15354853009,45478.63934513889
2026-06,251211 Medical Diagnostic Radiographer,90,1,45863.59070315972,45863.59070315972
2026-06,251211 Medical Diagnostic Radiographer,85,2,46091.82457635416,45663.42185575231
2026-06,232213 Cartographer,85,1,45889.79939366898,45889.79939366898
2026-06,342315 Electronic Instrument Trades Worker (Special Class),80,2,45994.91220428241,45973.65753105324
2026-06,342315 Electronic Instrument Trades Worker (Special Class),85,1,45502.77052832176,45502.77052832176
2026-06,253912 Emergency Medicine Specialist,80,5,46106.442376886574,45821.60369016204
2026-06,253912 Emergency Medicine Specialist,90,1,46059.69766388889,46059.69766388889
2026-06,253912 Emergency Medicine Specialist,85,4,46104.285340891205,45930.70758915509
2026-06,234312 Environmental Consultant,80,25,46106.64413414352,45448.8136619213
2026-06,234312 Environmental Consultant,95,4,46174.733891435186,45833.775559525464
2026-06,234312 Environmental Consultant,90,18,46174.89464255787,45554.89149212963
2026-06,234312 Environmental Consultant,85,29,46155.51123001157,45532.60347253472
2026-06,234312 Environmental Consultant,100,2,46126.461296180554,45960.63665717593
2026-06,234517 Microbiologist,95,1,45890.56937681713,45890.56937681713
2026-06,234517 Microbiologist,100,2,46160.63982114583,46069.47742199074
2026-06,232112 Landscape Architect,95,1,46024.5233329051,46024.5233329051
2026-06,232112 Landscape Architect,90,8,46146.8098369213,45750.89831863426
2026-06,232112 Landscape Architect,85,5,45989.63160269676,45745.63802881945
2026-06,252712 Speech Pathologist,80,34,46171.93755844908,45691.92455362268
2026-06,252712 Speech Pathologist,90,3,46050.43528765046,46009.531368634256
2026-06,252712 Speech Pathologist,85,20,46175.58526832176,45725.03800714121
2026-06,322311 Metal Fabricator,80,5,45967.441819988424,45587.88782824074
2026-06,322311 Metal Fabricator,85,2,46160.763278125,45608.68929001158
2026-06,234999 Natural and Physical Science Professionals nec,85,2,45535.63645,45495.05701982639
2026-06,234914 Physicist,80,7,45938.75813364583,45561.84724560185
2026-06,234914 Physicist,95,3,46074.040122025464,45992.423142858795
2026-06,234914 Physicist,90,4,46172.70009699074,45843.796313113424
2026-06,234914 Physicist,85,5,46168.53306508102,45544.56062604167
2026-06,234914 Physicist,100,3,46149.37945497685,46067.28023202546
2026-06,234914 Physicist,105,1,46149.389280324074,46149.389280324074
2026-06,252411 Occupational Therapist,75,6,45766.75276859954,45509.88028356482
2026-06,252411 Occupational Therapist,80,36,46176.65673954861,45496.845028668984
2026-06,252411 Occupational Therapist,90,2,46121.650833252315,46087.55917554398
2026-06,252411 Occupational Therapist,85,12,46169.87573425926,45656.73727488426
2026-06,342111 Airconditioning and Refrigeration Mechanic,80,1,45551.31320859954,45551.31320859954
2026-06,234611 Medical Laboratory Scientist,80,38,46108.59949521991,45497.70256929398
2026-06,234611 Medical Laboratory Scientist,90,10,46157.49295975694,45680.764293900465
2026-06,234611 Medical Laboratory Scientist,85,24,46176.99753700232,45594.705992627314
2026-06,241511 Special Needs Teacher,75,1,45821.32351909722,45821.32351909722
2026-06,241511 Special Needs Teacher,80,2,46075.908674224534,45984.743663692134
2026-06,254425 Registered Nurse (Paediatrics),80,7,46171.027078506944,45560.80712079861
2026-06,254425 Registered Nurse (Paediatrics),90,2,46144.98827476852,46083.813249039355
2026-06,254425 Registered Nurse (Paediatrics),85,6,46176.67290127315,45939.93133730324
2026-06,234399 Environmental Scientists nec,80,3,46059.89110315972,45606.483009525466
2026-06,234399 Environmental Scientists nec,90,1,46171.700269988425,46171.700269988425
2026-06,234399 Environmental Scientists nec,85,6,46153.67263526621,45586.88418645834
2026-06,272399 Psychologists nec,75,2,45750.02226269676,45733.83001990741
2026-06,272399 Psychologists nec,80,26,46176.813885613425,45718.4962943287
2026-06,272399 Psychologists nec,95,1,46141.890280555555,46141.890280555555
2026-06,272399 Psychologists nec,90,2,46049.72386203703,45980.65110309028
2026-06,272399 Psychologists nec,85,15,46144.59299984954,45735.71789552084
2026-06,331211 Carpenter and Joiner,65,8,46113.51384024305,45462.53822268519
2026-06,331211 Carpenter and Joiner,75,11,46171.47925451389,45954.62081385417
2026-06,331211 Carpenter and Joiner,70,10,46114.60889903935,45981.7515943287
2026-06,331211 Carpenter and Joiner,80,1,46105.84371836806,46105.84371836806
2026-06,331211 Carpenter and Joiner,85,1,46156.71211605324,46156.71211605324
2026-06,254111 Midwife,80,10,46143.8393212963,45637.8859693287
2026-06,254111 Midwife,90,1,46177.02489652778,46177.02489652778
2026-06,254111 Midwife,85,3,46057.264480555554,45938.31177704861
2026-06,252112 Osteopath,80,3,46028.585014502314,45764.61239603009
2026-06,342314 Electronic Instrument Trades Worker (General),80,1,45721.25755899306,45721.25755899306
2026-06,342314 Electronic Instrument Trades Worker (General),85,1,45732.96868892361,45732.96868892361
2026-06,334111 Plumber (General),65,6,46132.784385416664,45910.57530466435
2026-06,334111 Plumber (General),75,1,45910.62875366898,45910.62875366898
2026-06,334111 Plumber (General),70,4,46155.72636901621,45977.83415420139
2026-06,334111 Plumber (General),80,5,46177.08664359954,46155.40261909722
2026-06,334111 Plumber (General),95,1,45899.02118888889,45899.02118888889
2026-06,334111 Plumber (General),85,1,46046.80595454861,46046.80595454861
2026-06,234413 Hydrogeologist,80,1,46104.964216863424,46104.964216863424
2026-06,234413 Hydrogeologist,90,2,46174.84843383102,45910.42888283565
2026-06,234413 Hydrogeologist,85,1,46053.92241076389,46053.92241076389
2026-06,254421 Registered Nurse (Medical Practice),75,2,45607.745904745374,45511.66230945602
2026-06,254421 Registered Nurse (Medical Practice),80,6,46172.8320824074,45494.69766913194
2026-06,254421 Registered Nurse (Medical Practice),95,1,45973.98705466435,45973.98705466435
2026-06,254421 Registered Nurse (Medical Practice),85,2,46083.82489895834,45946.30064664352
2026-06,254424 Registered Nurse (Surgical),75,2,45662.971236655096,45615.77738159722
2026-06,254424 Registered Nurse (Surgical),80,21,46172.048455173615,45686.781608136575
2026-06,254424 Registered Nurse (Surgical),85,10,46120.54528715278,45901.79312248842
2026-06,324111 Panelbeater,80,2,45965.2058778125,45912.66493854167
2026-06,324111 Panelbeater,85,1,46011.861032291665,46011.861032291665
2026-06,224511 Land Economist,80,7,45803.51152862269,45449.40788105324
2026-06,224511 Land Economist,90,1,45523.55799302083,45523.55799302083
2026-06,224511 Land Economist,85,4,46101.407794363426,45807.005957291665
2026-06,452316 Tennis Coach,90,1,45821.54528052083,45821.54528052083
2026-06,452316 Tennis Coach,85,2,45970.63644887731,45640.865422916664
2026-06,399111 Boat Builder and Repairer,80,1,45509.49914186342,45509.49914186342
2026-06,399111 Boat Builder and Repairer,85,2,46010.73741724537,45585.5445568287
2026-06,253312 Cardiologist,80,1,46032.87090119213,46032.87090119213
2026-06,333212 Solid Plasterer,65,4,46135.809822256946,45615.768665509255
2026-06,333212 Solid Plasterer,70,2,46175.542899305554,46064.742285960645
2026-06,333212 Solid Plasterer,95,1,46176.741065821756,46176.741065821756
2026-06,333212 Solid Plasterer,85,1,46160.85254019676,46160.85254019676
2026-06,333411 Wall and Floor Tiler,65,22,46133.9622283912,45539.48619980324
2026-06,333411 Wall and Floor Tiler,75,5,46112.89633711806,46008.527722025465
2026-06,333411 Wall and Floor Tiler,70,16,46175.61931693287,45890.56295949074
2026-06,333411 Wall and Floor Tiler,80,1,46132.6641440625,46132.6641440625
2026-06,333411 Wall and Floor Tiler,85,1,46062.76111721065,46062.76111721065
2026-06,254414 Registered Nurse (Community Health),75,2,45765.214001354165,45678.97251269676
2026-06,254414 Registered Nurse (Community Health),80,2,46176.748732175925,45815.744856018515
2026-06,254414 Registered Nurse (Community Health),85,3,46058.36061380787,46011.33931319445
2026-06,254413 Registered Nurse (Child and Family Health),80,2,46161.017615046294,46029.798193090275
2026-06,254413 Registered Nurse (Child and Family Health),100,1,45936.58734684028,45936.58734684028
2026-06,252711 Audiologist,75,2,45708.050218634264,45699.84232005787
2026-06,252711 Audiologist,80,12,46177.07431643519,45749.677429282405
2026-06,252711 Audiologist,85,4,46106.011077083334,46026.720997881945
2026-06,252711 Audiologist,100,1,46176.74596114583,46176.74596114583
2026-06,134213 Primary Health Organisation Manager,80,2,45898.45663741898,45511.66971990741
2026-06,134213 Primary Health Organisation Manager,90,1,45551.82320277778,45551.82320277778
2026-06,134213 Primary Health Organisation Manager,85,2,46155.67403391204,45882.93532241898
2026-06,253321 Paediatrician,80,2,46110.75821130787,45918.71759528935
2026-06,253317 Intensive Care Specialist,80,1,46170.20874621528,46170.20874621528
2026-06,331213 Joiner,65,3,46130.200639270835,45804.46759537037
2026-06,272313 Organisational Psychologist,80,1,45776.211541550925,45776.211541550925
2026-06,211213 Musician (Instrumental),95,1,45969.790183136574,45969.790183136574
2026-06,211213 Musician (Instrumental),90,1,46078.47940107639,46078.47940107639
2026-06,211213 Musician (Instrumental),100,1,46103.787240625,46103.787240625
2026-06,321111 Automotive Electrician,80,4,46080.110297025465,45495.94809290509
2026-06,321111 Automotive Electrician,85,1,46136.77251142361,46136.77251142361
2026-06,253411 Psychiatrist,90,1,46168.84857149306,46168.84857149306
2026-06,253411 Psychiatrist,85,1,46157.20497399305,46157.20497399305
2026-06,251411 Optometrist,80,4,46161.84157060185,45592.76924336806
2026-06,251411 Optometrist,95,1,46177.01710350694,46177.01710350694
2026-06,251411 Optometrist,85,1,46029.57177037037,46029.57177037037
2026-06,253399 Specialist Physicians nec,80,1,46100.43005077547,46100.43005077547
2026-06,251214 Sonographer,85,1,46012.30475474537,46012.30475474537
2026-06,334112 Airconditioning and Mechanical Services Plumber,65,7,46063.35898290509,45928.808962731484
2026-06,334112 Airconditioning and Mechanical Services Plumber,75,1,45974.099113923614,45974.099113923614
2026-06,334112 Airconditioning and Mechanical Services Plumber,70,1,45974.35990509259,45974.35990509259
2026-06,334112 Airconditioning and Mechanical Services Plumber,95,1,46177.01105949074,46177.01105949074
2026-06,334115 Roof Plumber,65,1,46132.24875601852,46132.24875601852
2026-06,334115 Roof Plumber,70,2,46120.71566068287,46045.49888773148
2026-06,272311 Clinical Psychologist,80,1,45981.45879293981,45981.45879293981
2026-06,272311 Clinical Psychologist,95,1,46177.032197569446,46177.032197569446
2026-06,272311 Clinical Psychologist,90,1,46132.72434945602,46132.72434945602
2026-06,272311 Clinical Psychologist,85,1,45890.43658109954,45890.43658109954
2026-06,251212 Medical Radiation Therapist,80,2,46174.95166762731,45662.14918703704
2026-06,341113 Lift Mechanic,80,1,45973.93126848379,45973.93126848379
2026-06,252611 Podiatrist,75,1,45734.447227199074,45734.447227199074
2026-06,252611 Podiatrist,80,3,46135.490425428245,45700.59763587963
2026-06,252611 Podiatrist,85,2,45984.805718599535,45878.688862696756
2026-06,241599 Special Education Teachers nec,85,1,45930.988442939815,45930.988442939815
2026-06,253311 Specialist Physician (General Medicine),80,2,45977.72999594908,45862.89573989583
2026-06,211112 Dancer or Choreographer,80,3,45974.65991967593,45586.90887172454
2026-06,211112 Dancer or Choreographer,85,1,46115.042938425926,46115.042938425926
2026-06,134214 Welfare Centre Manager,85,1,45783.5596653588,45783.5596653588
2026-06,253324 Thoracic Medicine Specialist,95,1,46083.579902627316,46083.579902627316
2026-06,333211 Fibrous Plasterer,75,1,46176.96833306713,46176.96833306713
2026-06,333211 Fibrous Plasterer,70,2,46155.794763969905,46134.597911377314
2026-06,334113 Drainer,65,1,46106.074376122684,46106.074376122684
2026-06,334113 Drainer,75,1,46136.85598287037,46136.85598287037
2026-06,334114 Gasfitter,70,1,46003.56511053241,46003.56511053241
2026-06,253514 Orthopaedic Surgeon,85,1,46051.84355304398,46051.84355304398
2026-06,254416 Registered Nurse (Developmental Disability),80,1,46098.51281605324,46098.51281605324
2026-06,254416 Registered Nurse (Developmental Disability),90,1,46153.345497256945,46153.345497256945
2026-06,253316 Gastroenterologist,85,1,45811.97455373843,45811.97455373843
2026-06,331112 Stonemason,65,2,45974.711427511575,45972.639753854164
2026-06,331112 Stonemason,90,1,46176.75043792824,46176.75043792824
2026-06,253518 Urologist,100,1,46176.80202916667,46176.80202916667
2026-06,253914 Ophthalmologist,80,1,46109.97142615741,46109.97142615741
2025-08,241111 Early Childhood (Pre-primary School) Teacher,95,3,45806.68838561342,45574.541395486114
2025-08,241111 Early Childhood (Pre-primary School) Teacher,90,38,45883.58553715278,45327.51596111111
2025-08,241111 Early Childhood (Pre-primary School) Teacher,85,324,45850.91693784722,45265.49157303241
2025-08,234111 Agricultural Consultant,95,4,45820.60072372685,45178.63734444445
2025-08,234111 Agricultural Consultant,90,13,45751.7401466088,45220.88899375
2025-08,234111 Agricultural Consultant,100,1,45712.990912650464,45712.990912650464
2025-08,254418 Registered Nurse (Medical),80,34,45850.07532870371,45349.53604583333
2025-08,254418 Registered Nurse (Medical),90,4,45837.60871006944,45280.68460540509
2025-08,254418 Registered Nurse (Medical),85,17,45875.42895231482,45266.619132604166
2025-08,233411 Electronics Engineer,95,7,45688.001442939814,45359.45707010417
2025-08,233411 Electronics Engineer,100,6,45825.69643773148,45415.10042195602
2025-08,234211 Chemist,95,3,45777.83789556713,45704.01462893518
2025-08,234211 Chemist,90,10,45704.43551403935,45212.58415771991
2025-08,234211 Chemist,110,1,45536.5978363426,45536.5978363426
2025-08,234211 Chemist,100,4,45808.88209771991,45397.92288417824
2025-08,234211 Chemist,105,1,45694.768561377314,45694.768561377314
2025-08,271311 Solicitor,95,8,45616.84644849537,45231.68701574074
2025-08,271311 Solicitor,90,51,45765.05864895834,45162.8982253125
2025-08,271311 Solicitor,100,1,45675.36007549769,45675.36007549769
