OccGroup,Score,pool_n,pm,n,im,state,round
2521 Chiropractors and Osteopaths,75,2.0,2024-10-04 11:31:41.999999747,4.0,2024-10-04 11:31:41.999999747,CLEARED,2024-11
2521 Chiropractors and Osteopaths,80,0.0,,1.0,2024-03-24 04:57:29.000000116,PARTIAL,2024-11
2524 Occupational Therapists,60,2.0,2026-02-12 04:58:13.999999949,0.0,,UNTOUCHED,2024-11
2524 Occupational Therapists,65,9.0,2025-12-19 04:55:28.000000122,0.0,,UNTOUCHED,2024-11
2524 Occupational Therapists,70,15.0,2026-03-12 04:57:02.999999695,0.0,,UNTOUCHED,2024-11
2524 Occupational Therapists,75,9.0,2025-07-31 04:54:21.999999775,49.0,2025-10-19 05:14:36.000000049,CLEARED,2024-11
2524 Occupational Therapists,80,10.0,2025-08-10 05:00:32.999999751,22.0,2025-08-10 05:00:32.999999751,CLEARED,2024-11
2524 Occupational Therapists,85,4.0,2024-10-16 17:59:34.999999814,4.0,2024-10-16 17:59:34.999999814,CLEARED,2024-11
2524 Occupational Therapists,90,3.0,2024-10-23 10:46:20.000000259,3.0,2024-10-23 10:46:20.000000259,CLEARED,2024-11
2524 Occupational Therapists,95,1.0,2024-10-10 15:52:00.999999716,1.0,2024-10-10 15:52:00.999999716,CLEARED,2024-11
2525 Physiotherapists,55,1.0,2026-04-30 04:54:24.000000246,0.0,,UNTOUCHED,2024-11
2525 Physiotherapists,60,3.0,2026-03-29 05:24:47.000000174,0.0,,UNTOUCHED,2024-11
2525 Physiotherapists,65,21.0,2026-07-29 04:55:29.999999953,0.0,,UNTOUCHED,2024-11
2525 Physiotherapists,70,21.0,2026-04-22 04:54:37.999999742,0.0,,UNTOUCHED,2024-11
2525 Physiotherapists,75,22.0,2024-11-01 04:55:25.000000046,69.0,2025-11-05 04:55:42.000000248,CLEARED,2024-11
2525 Physiotherapists,80,22.0,2025-04-19 05:15:33.000000168,36.0,2025-04-19 05:15:33.000000168,CLEARED,2024-11
2525 Physiotherapists,85,7.0,2024-10-21 11:44:41.000000170,9.0,2024-10-21 11:44:41.000000170,CLEARED,2024-11
2525 Physiotherapists,90,5.0,2024-10-12 16:41:43.000000261,6.0,2024-11-04 04:57:00.999999855,CLEARED,2024-11
2525 Physiotherapists,95,0.0,,1.0,2024-11-06 16:27:33.000000215,PARTIAL,2024-11
2526 Podiatrists,70,1.0,2025-03-31 05:00:37.000000054,0.0,,UNTOUCHED,2024-11
2526 Podiatrists,75,2.0,2024-10-21 16:54:38.999999977,4.0,2024-11-06 20:45:02.000000044,CLEARED,2024-11
2527 Speech Professionals and Audiologists,60,2.0,2025-04-11 05:14:37.000000285,0.0,,UNTOUCHED,2024-11
2527 Speech Professionals and Audiologists,65,8.0,2026-07-13 04:58:58.000000177,0.0,,UNTOUCHED,2024-11
2527 Speech Professionals and Audiologists,70,9.0,2026-06-05 04:55:23.999999810,0.0,,UNTOUCHED,2024-11
2527 Speech Professionals and Audiologists,75,13.0,2025-06-07 04:54:18.999999708,27.0,2025-06-07 04:54:18.999999708,CLEARED,2024-11
2527 Speech Professionals and Audiologists,80,4.0,2024-10-21 16:26:31.000000179,8.0,2024-10-21 16:26:31.000000179,CLEARED,2024-11
2527 Speech Professionals and Audiologists,85,2.0,2024-09-21 19:12:16.999999822,2.0,2024-09-21 19:12:16.999999822,CLEARED,2024-11
2531 General Practitioners and Resident Medical officers,65,6.0,2026-04-04 04:56:25.000000241,0.0,,UNTOUCHED,2024-11
2531 General Practitioners and Resident Medical officers,70,12.0,2026-04-06 04:55:23.000000206,0.0,,UNTOUCHED,2024-11
2531 General Practitioners and Resident Medical officers,75,13.0,2025-08-13 13:04:23.999999894,47.0,2025-10-02 04:55:58.000000215,CLEARED,2024-11
2531 General Practitioners and Resident Medical officers,80,19.0,2025-04-01 05:21:53.999999968,36.0,2025-04-01 05:21:53.999999968,CLEARED,2024-11
2531 General Practitioners and Resident Medical officers,85,9.0,2024-10-31 23:01:26.999999803,15.0,2024-11-05 04:56:36.999999905,CLEARED,2024-11
2531 General Practitioners and Resident Medical officers,90,1.0,2024-09-08 21:19:44.999999777,3.0,2024-09-08 21:19:44.999999777,CLEARED,2024-11
2531 General Practitioners and Resident Medical officers,110,0.0,,1.0,2024-08-14 07:51:11.999999998,PARTIAL,2024-11
2533 Internal Medicine Specialists,65,1.0,2025-08-21 04:54:58.000000020,0.0,,UNTOUCHED,2024-11
2533 Internal Medicine Specialists,70,3.0,2026-01-01 04:54:35.000000305,0.0,,UNTOUCHED,2024-11
2533 Internal Medicine Specialists,75,2.0,2024-10-29 22:50:32.000000072,5.0,2024-10-29 22:50:32.000000072,CLEARED,2024-11
2533 Internal Medicine Specialists,80,1.0,2024-10-08 03:41:28.000000104,1.0,2024-10-08 03:41:28.000000104,CLEARED,2024-11
2534 Psychiatrists,80,2.0,2024-10-28 17:11:05.999999994,2.0,2024-10-28 17:11:05.999999994,CLEARED,2024-11
2535 Surgeons,75,0.0,,1.0,2024-08-19 17:11:23.000000196,PARTIAL,2024-11
2535 Surgeons,95,1.0,2024-10-22 20:51:08.999999717,1.0,2024-10-22 20:51:08.999999717,CLEARED,2024-11
2539 Other Medical Practitioners,50,1.0,2024-07-20 04:50:16.000000105,0.0,,UNTOUCHED,2024-11
2539 Other Medical Practitioners,60,1.0,2025-07-03 05:01:40.999999929,0.0,,UNTOUCHED,2024-11
2539 Other Medical Practitioners,65,5.0,2024-10-22 23:18:04.999999870,0.0,,UNTOUCHED,2024-11
2539 Other Medical Practitioners,70,10.0,2026-02-16 04:57:08.000000233,0.0,,UNTOUCHED,2024-11
2539 Other Medical Practitioners,75,9.0,2024-10-28 15:37:14.999999424,35.0,2025-10-18 04:56:27.999999686,CLEARED,2024-11
2539 Other Medical Practitioners,80,12.0,2025-07-02 05:20:51.999999933,32.0,2025-07-02 05:20:51.999999933,CLEARED,2024-11
2539 Other Medical Practitioners,85,8.0,2025-01-07 05:03:06.000000310,10.0,2025-01-07 05:03:06.000000310,CLEARED,2024-11
2539 Other Medical Practitioners,90,4.0,2025-01-07 05:03:06.000000310,5.0,2025-03-13 04:56:33.999999829,CLEARED,2024-11
2541 Midwives,65,1.0,2024-09-19 00:55:04.999999981,0.0,,UNTOUCHED,2024-11
2541 Midwives,70,1.0,2025-04-24 04:54:19.999999935,0.0,,UNTOUCHED,2024-11
2541 Midwives,75,3.0,2025-01-07 05:03:06.000000310,5.0,2025-01-07 05:03:06.000000310,CLEARED,2024-11
2541 Midwives,80,1.0,2024-10-13 05:42:03.999999931,4.0,2024-11-01 11:56:55.000000129,CLEARED,2024-11
2544 Registered Nurses,40,1.0,2025-01-20 04:56:52.000000267,0.0,,UNTOUCHED,2024-11
2544 Registered Nurses,45,1.0,2024-09-27 04:52:39.999999823,0.0,,UNTOUCHED,2024-11
2544 Registered Nurses,55,5.0,2026-01-15 04:56:01.000000291,0.0,,UNTOUCHED,2024-11
2544 Registered Nurses,60,27.0,2026-03-25 04:54:35.000000305,0.0,,UNTOUCHED,2024-11
2544 Registered Nurses,65,283.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2024-11
2544 Registered Nurses,70,292.0,2026-08-24 04:55:15.999999827,8.0,2024-10-07 04:57:06.999999998,PARTIAL,2024-11
2544 Registered Nurses,75,194.0,2025-11-04 04:54:07.000000044,641.0,2025-11-05 04:55:42.000000248,CLEARED,2024-11
2544 Registered Nurses,80,78.0,2025-06-25 04:52:17.000000100,126.0,2025-08-11 04:54:24.999999851,CLEARED,2024-11
2544 Registered Nurses,85,29.0,2024-11-04 04:57:00.999999855,36.0,2024-11-04 04:57:00.999999855,CLEARED,2024-11
2544 Registered Nurses,90,5.0,2024-10-28 16:16:39.999999694,7.0,2024-11-05 04:56:36.999999905,CLEARED,2024-11
2544 Registered Nurses,95,1.0,2024-09-18 06:19:31.000000272,1.0,2024-09-18 06:19:31.000000272,CLEARED,2024-11
2544 Registered Nurses,100,1.0,2024-09-30 06:41:55.000000129,2.0,2024-09-30 06:41:55.000000129,CLEARED,2024-11
2544 Registered Nurses,105,1.0,2025-01-07 05:03:06.000000310,1.0,2025-01-07 05:03:06.000000310,CLEARED,2024-11
2611 ICT Business and Systems Analysts,50,2.0,2024-10-25 11:28:52.999999844,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,55,7.0,2026-06-18 04:55:59.999999424,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,60,24.0,2026-01-26 04:55:31.999999794,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,65,144.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,70,154.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,75,244.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,80,209.0,2026-08-19 04:55:55.999999752,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,85,218.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,90,203.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2024-11
2611 ICT Business and Systems Analysts,95,67.0,2026-08-28 04:55:18.999999903,304.0,2026-08-28 04:55:18.999999903,CLEARED,2024-11
2611 ICT Business and Systems Analysts,100,7.0,2025-11-23 05:01:37.000000257,34.0,2026-01-15 04:56:01.000000291,CLEARED,2024-11
2611 ICT Business and Systems Analysts,110,0.0,,1.0,2024-07-22 14:58:49.999999981,PARTIAL,2024-11
2612 Multimedia Specialists and Web Developers,60,1.0,2024-09-19 13:09:02.999999733,0.0,,UNTOUCHED,2024-11
2612 Multimedia Specialists and Web Developers,65,2.0,2026-02-26 04:55:23.000000206,0.0,,UNTOUCHED,2024-11
2612 Multimedia Specialists and Web Developers,70,6.0,2025-05-16 05:22:11.999999775,0.0,,UNTOUCHED,2024-11
2612 Multimedia Specialists and Web Developers,75,4.0,2025-05-29 04:54:08.000000280,0.0,,UNTOUCHED,2024-11
2612 Multimedia Specialists and Web Developers,80,5.0,2025-07-21 04:53:25.000000287,0.0,,UNTOUCHED,2024-11
2612 Multimedia Specialists and Web Developers,85,4.0,2026-07-27 05:01:28.000000038,4.0,2024-09-30 04:56:33.999999829,PARTIAL,2024-11
2612 Multimedia Specialists and Web Developers,90,8.0,2025-01-25 06:27:11.000000309,32.0,2026-07-11 04:55:42.999999853,CLEARED,2024-11
2612 Multimedia Specialists and Web Developers,95,1.0,2024-10-24 00:10:00.000000073,4.0,2024-10-24 00:10:00.000000073,CLEARED,2024-11
2613 Software and Applications Programmers,50,2.0,2024-09-25 17:07:33.999999467,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,55,18.0,2026-06-18 04:55:59.999999424,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,60,35.0,2026-05-02 05:09:35.000000092,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,65,228.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,70,273.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,75,345.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,80,324.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2024-11
2613 Software and Applications Programmers,85,327.0,2026-08-22 04:57:27.000000276,8.0,2024-10-30 05:02:54.000000024,PARTIAL,2024-11
2613 Software and Applications Programmers,90,288.0,2026-08-29 05:03:29.000000033,244.0,2026-08-22 04:57:27.000000276,PARTIAL,2024-11
2613 Software and Applications Programmers,95,158.0,2026-08-04 04:59:14.000000144,436.0,2026-08-11 05:03:38.000000252,CLEARED,2024-11
2613 Software and Applications Programmers,100,19.0,2026-03-25 04:54:35.000000305,51.0,2026-03-25 04:54:35.000000305,CLEARED,2024-11
2613 Software and Applications Programmers,105,2.0,2024-10-09 16:21:35.999999743,4.0,2024-10-09 16:21:35.999999743,CLEARED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",50,1.0,2024-09-27 17:19:03.000000224,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",55,2.0,2025-02-05 04:57:13.000000150,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",60,2.0,2024-10-18 20:46:45.999999845,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",65,36.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",70,45.0,2026-07-31 04:56:47.999999964,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",75,68.0,2026-07-17 04:59:30.999999716,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",80,56.0,2026-07-17 04:59:30.999999716,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",85,48.0,2026-04-02 04:55:26.999999886,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",90,44.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",95,8.0,2026-02-08 04:55:41.000000013,167.0,2026-05-16 04:54:59.000000256,CLEARED,2024-11
"2621 Database and Systems Administrators, and ICT Security Specialists",100,1.0,2026-03-25 04:54:35.000000305,3.0,2026-03-25 04:54:35.000000305,CLEARED,2024-11
2631 Computer Network Professionals,40,1.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,45,1.0,2024-10-31 18:24:43.000000289,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,50,4.0,2025-02-02 04:56:14.000000182,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,55,1.0,2024-10-31 00:35:07.000000313,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,60,5.0,2026-04-15 04:56:52.000000267,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,65,52.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,70,65.0,2026-08-16 04:58:10.999999873,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,75,95.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,80,86.0,2026-05-31 04:55:58.000000215,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,85,64.0,2026-07-29 04:55:29.999999953,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,90,61.0,2026-08-01 05:01:39.999999694,0.0,,UNTOUCHED,2024-11
2631 Computer Network Professionals,95,25.0,2026-02-08 04:55:41.000000013,94.0,2025-11-20 04:57:24.000000200,PARTIAL,2024-11
2631 Computer Network Professionals,100,1.0,2024-10-24 15:23:03.000000168,6.0,2025-05-01 04:56:11.999999719,CLEARED,2024-11
2633 Telecommunications Engineering Professionals,45,2.0,2026-05-21 04:54:51.999999877,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,55,3.0,2026-04-15 04:56:52.000000267,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,60,5.0,2025-08-14 04:55:04.000000163,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,65,44.0,2026-07-18 05:00:43.999999810,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,70,33.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,75,54.0,2026-07-10 04:55:47.999999769,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,80,27.0,2026-03-13 04:55:45.999999929,0.0,,UNTOUCHED,2024-11
2633 Telecommunications Engineering Professionals,85,24.0,2026-08-18 04:56:31.999999989,4.0,2024-10-02 04:56:17.000000257,PARTIAL,2024-11
2633 Telecommunications Engineering Professionals,90,7.0,2025-05-01 04:56:11.999999719,58.0,2025-07-05 04:53:57.000000220,CLEARED,2024-11
2633 Telecommunications Engineering Professionals,95,4.0,2025-02-15 06:26:14.000000182,8.0,2025-02-15 06:26:14.000000182,CLEARED,2024-11
2713 Solicitors,60,5.0,2026-01-07 04:55:44.000000088,0.0,,UNTOUCHED,2024-11
2713 Solicitors,65,8.0,2025-12-17 04:59:03.999999690,0.0,,UNTOUCHED,2024-11
2713 Solicitors,70,14.0,2025-11-28 04:55:26.000000281,0.0,,UNTOUCHED,2024-11
2713 Solicitors,75,14.0,2026-04-21 04:57:11.999999914,0.0,,UNTOUCHED,2024-11
2713 Solicitors,80,16.0,2026-02-18 04:55:07.000000239,0.0,,UNTOUCHED,2024-11
2713 Solicitors,85,28.0,2026-04-08 04:54:18.000000103,1.0,2024-05-07 04:45:58.999999754,PARTIAL,2024-11
2713 Solicitors,90,14.0,2024-11-04 04:57:00.999999855,61.0,2025-07-09 04:52:07.000000285,CLEARED,2024-11
2713 Solicitors,95,1.0,2024-09-28 09:49:15.999999493,4.0,2024-11-05 04:56:36.999999905,CLEARED,2024-11
2723 Psychologists,65,3.0,2024-10-08 11:35:06.000000282,0.0,,UNTOUCHED,2024-11
2723 Psychologists,70,5.0,2025-06-10 04:54:08.999999884,0.0,,UNTOUCHED,2024-11
2723 Psychologists,75,3.0,2024-10-17 10:19:58.999999699,13.0,2025-04-16 04:54:24.000000246,CLEARED,2024-11
2723 Psychologists,80,3.0,2024-10-19 19:58:58.999999782,5.0,2025-06-28 04:57:43.999999848,CLEARED,2024-11
2723 Psychologists,85,4.0,2024-10-24 18:23:46.000000161,6.0,2024-11-05 19:02:08.000000168,CLEARED,2024-11
2723 Psychologists,90,1.0,2024-10-18 08:20:59.999999916,2.0,2024-11-06 18:15:37.000000267,CLEARED,2024-11
2725 Social Workers,55,2.0,2026-05-05 05:01:29.000000265,0.0,,UNTOUCHED,2024-11
2725 Social Workers,65,17.0,2026-07-08 04:55:23.000000206,0.0,,UNTOUCHED,2024-11
2725 Social Workers,70,31.0,2026-06-14 05:12:00.000000046,1.0,2024-05-29 05:23:26.999999701,PARTIAL,2024-11
2725 Social Workers,75,37.0,2025-07-07 04:53:12.999999992,69.0,2025-11-09 05:02:06.000000115,CLEARED,2024-11
2725 Social Workers,80,24.0,2025-08-30 04:59:09.999999833,32.0,2025-08-30 04:59:09.999999833,CLEARED,2024-11
2725 Social Workers,85,12.0,2025-08-04 04:54:53.000000112,17.0,2025-08-04 04:54:53.000000112,CLEARED,2024-11
2725 Social Workers,90,3.0,2024-10-27 22:41:13.999999764,3.0,2024-10-27 22:41:13.999999764,CLEARED,2024-11
2725 Social Workers,100,0.0,,1.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-11
3122 Civil Engineering Draftspersons and Technicians,45,1.0,2026-01-17 04:55:39.000000172,0.0,,UNTOUCHED,2024-11
3122 Civil Engineering Draftspersons and Technicians,50,7.0,2025-12-27 04:57:30.999999957,0.0,,UNTOUCHED,2024-11
3122 Civil Engineering Draftspersons and Technicians,55,23.0,2026-08-12 05:05:07.000000313,0.0,,UNTOUCHED,2024-11
3122 Civil Engineering Draftspersons and Technicians,60,43.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2024-11
3122 Civil Engineering Draftspersons and Technicians,65,172.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2024-11
3122 Civil Engineering Draftspersons and Technicians,70,188.0,2026-08-24 04:55:15.999999827,52.0,2025-06-04 04:56:22.000000165,PARTIAL,2024-11
3122 Civil Engineering Draftspersons and Technicians,75,150.0,2026-06-11 04:57:27.000000276,395.0,2026-07-21 04:59:38.000000094,CLEARED,2024-11
3122 Civil Engineering Draftspersons and Technicians,80,96.0,2026-07-21 04:59:38.000000094,158.0,2026-07-21 04:59:38.000000094,CLEARED,2024-11
3122 Civil Engineering Draftspersons and Technicians,85,21.0,2025-07-25 04:53:20.999999976,32.0,2025-07-25 04:53:20.999999976,CLEARED,2024-11
3122 Civil Engineering Draftspersons and Technicians,90,5.0,2024-10-25 20:11:31.000000179,6.0,2024-10-25 20:11:31.000000179,CLEARED,2024-11
3122 Civil Engineering Draftspersons and Technicians,95,2.0,2025-03-02 06:06:18.999999959,3.0,2025-03-02 06:06:18.999999959,CLEARED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,50,2.0,2024-09-29 06:26:08.000000039,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,55,1.0,2025-09-05 04:59:39.999999935,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,60,2.0,2024-10-29 20:37:42.999999899,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,65,9.0,2026-04-27 04:54:07.000000044,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,70,11.0,2026-08-05 04:57:06.999999998,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,75,9.0,2026-06-30 04:59:01.000000245,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,80,11.0,2026-03-27 04:54:48.000000196,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,85,8.0,2026-03-08 05:01:02.000000248,0.0,,UNTOUCHED,2024-11
3123 Electrical Engineering Draftspersons and Technicians,90,0.0,,1.0,2025-06-13 04:54:00.999999901,PARTIAL,2024-11
3132 Telecommunications Technical Specialists,50,2.0,2025-02-09 06:14:17.999999399,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,55,3.0,2025-02-20 05:30:32.999999964,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,60,8.0,2026-02-15 05:03:43.999999764,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,65,18.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,70,29.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,75,10.0,2026-08-17 16:15:56.999999701,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,80,7.0,2025-10-08 04:54:48.000000196,0.0,,UNTOUCHED,2024-11
3132 Telecommunications Technical Specialists,85,3.0,2025-11-18 04:59:04.999999925,1.0,2024-02-21 04:46:09.999999805,PARTIAL,2024-11
3132 Telecommunications Technical Specialists,90,1.0,2024-10-15 13:38:45.999999744,4.0,2025-06-22 05:31:42.999999983,CLEARED,2024-11
3211 Automotive Electricians,65,2.0,2025-09-14 05:11:38.000000558,0.0,,UNTOUCHED,2024-11
3211 Automotive Electricians,70,2.0,2024-10-30 23:43:34.999999824,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,55,6.0,2026-07-26 05:06:30.000000222,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,60,11.0,2026-01-20 04:54:46.999999961,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,65,89.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,70,60.0,2026-07-24 05:03:16.000000133,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,75,43.0,2026-06-22 04:54:35.999999910,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,80,23.0,2026-07-04 05:01:13.000000298,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,85,5.0,2025-05-25 05:18:48.999999467,0.0,,UNTOUCHED,2024-11
3212 Motor Mechanics,90,4.0,2026-06-19 04:55:53.000000307,6.0,2026-06-19 04:55:53.000000307,CLEARED,2024-11
3212 Motor Mechanics,95,0.0,,4.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-11
