StatusMonth,OccGroup,Score,n,inv_doe_max,inv_doe_min
2026-06,3941 Cabinetmakers,85,2,46254.20762731481,45971.653449074074
2026-06,2243 Economists,80,18,46238.20780092593,45509.667916666665
2026-06,2243 Economists,90,10,46170.20667824074,45991.5434837963
2026-06,2243 Economists,85,21,46172.20578703703,45896.64372685185
2026-06,3311 Bricklayers and Stonemasons,65,35,46260.20512731482,45896.919699074075
2026-06,3311 Bricklayers and Stonemasons,75,10,46238.20780092593,45663.86824074074
2026-06,3311 Bricklayers and Stonemasons,70,12,46238.20780092593,45964.52295138889
2026-06,3311 Bricklayers and Stonemasons,80,3,46238.20780092593,46055.206354166665
2026-06,3311 Bricklayers and Stonemasons,90,1,46176.75042824074,46176.75042824074
2026-06,3311 Bricklayers and Stonemasons,85,1,46039.2053125,45953.97996527778
2026-06,1342 Health and Welfare Services Managers,80,2,46238.20780092593,45511.66971064815
2026-06,1342 Health and Welfare Services Managers,90,1,45969.20578703703,45954.20462962963
2026-06,1342 Health and Welfare Services Managers,85,3,46155.6740162037,45783.559652777774
2026-06,2539 Other Medical Practitioners,75,4,46135.2055787037,45603.95961805555
2026-06,2539 Other Medical Practitioners,80,75,46261.20773148148,45870.35920138889
2026-06,2539 Other Medical Practitioners,90,13,46262.20508101852,46034.02994212963
2026-06,2539 Other Medical Practitioners,85,52,46238.20780092593,45983.41706018519
2026-06,3411 Electricians,65,16,46238.20780092593,45963.49023148148
2026-06,3411 Electricians,75,6,46238.20780092593,46007.40011574074
2026-06,3411 Electricians,70,19,46177.08577546296,45923.545486111114
2026-06,3411 Electricians,80,10,46238.20780092593,45972.80484953704
2026-06,2525 Physiotherapists,75,7,46050.206458333334,45625.74297453704
2026-06,2525 Physiotherapists,80,63,46176.75210648148,45891.495104166665
2026-06,2525 Physiotherapists,95,1,46115.20479166666,46115.20479166666
2026-06,2525 Physiotherapists,90,4,46238.20780092593,46020.20523148148
2026-06,2525 Physiotherapists,85,23,46238.20780092593,45933.466782407406
2026-06,2525 Physiotherapists,100,1,46177.00288194444,46177.00288194444
2026-06,2512 Medical Imaging Professionals,80,28,46238.20780092593,45860.83368055556
2026-06,2512 Medical Imaging Professionals,90,1,46071.70119212963,46071.70119212963
2026-06,2512 Medical Imaging Professionals,85,3,46159.21491898148,46012.30472222222
2026-06,"4523 Sports Coaches, Instructors and Officials",90,1,46087.20458333333,45821.545266203706
2026-06,"4523 Sports Coaches, Instructors and Officials",85,2,46057.205879629626,45640.86540509259
2026-06,2527 Speech Professionals and Audiologists,75,2,46072.20517361111,45699.84230324074
2026-06,2527 Speech Professionals and Audiologists,80,46,46265.211539351854,45974.09271990741
2026-06,2527 Speech Professionals and Audiologists,90,3,46143.21550925926,46009.53135416667
2026-06,2527 Speech Professionals and Audiologists,85,24,46238.20780092593,46013.48539351852
2026-06,2527 Speech Professionals and Audiologists,100,1,46176.7459375,46176.7459375
2026-06,2524 Occupational Therapists,75,6,46063.20898148148,45698.207453703704
2026-06,2524 Occupational Therapists,80,36,46245.210856481484,45869.204421296294
2026-06,2524 Occupational Therapists,90,2,46174.32478009259,46087.559166666666
2026-06,2524 Occupational Therapists,85,12,46240.20517361111,46026.539768518516
2026-06,3421 Airconditioning and Refrigeration Mechanics,80,1,46238.20780092593,45551.31319444445
2026-06,2346 Medical Laboratory Scientists,80,38,46263.210752314815,45579.522824074076
2026-06,2346 Medical Laboratory Scientists,90,10,46175.20494212963,45974.32591435185
2026-06,2346 Medical Laboratory Scientists,85,24,46254.20762731481,45733.205983796295
2026-06,2415 Special Education Teachers,75,1,46026.2052662037,45821.32350694444
2026-06,2415 Special Education Teachers,80,2,46096.84211805555,46075.90865740741
2026-06,2415 Special Education Teachers,85,1,46035.20686342593,46035.20686342593
2026-06,2723 Psychologists,75,2,46130.20706018519,45750.02224537037
2026-06,2723 Psychologists,80,28,46176.81386574074,45801.20474537037
2026-06,2723 Psychologists,95,2,46177.0321875,46141.89026620371
2026-06,2723 Psychologists,90,3,46174.20638888889,46099.521469907406
2026-06,2723 Psychologists,85,16,46174.20638888889,45890.4365625
2026-06,2541 Midwives,80,10,46238.20780092593,45971.20501157407
2026-06,2541 Midwives,90,1,46255.208032407405,46177.04568287037
2026-06,2541 Midwives,85,3,46238.20780092593,45938.31175925926
2026-06,3341 Plumbers,65,15,46238.20780092593,45947.20484953704
2026-06,3341 Plumbers,75,3,46136.85597222222,45974.09909722222
2026-06,3341 Plumbers,70,8,46176.584085648145,45974.35989583333
2026-06,3341 Plumbers,80,5,46177.08662037037,46155.402604166666
2026-06,3341 Plumbers,95,2,46177.011041666665,45899.02118055556
2026-06,3341 Plumbers,85,1,46046.8059375,46046.8059375
2026-06,3241 Panelbeaters,80,2,46252.205925925926,45965.20586805556
2026-06,3241 Panelbeaters,85,1,46238.20780092593,46011.86101851852
2026-06,3991 Boat Builders and Shipwrights,80,1,46002.21193287037,46002.21193287037
2026-06,3991 Boat Builders and Shipwrights,85,2,46090.206030092595,46010.73740740741
2026-06,2533 Internal Medicine Specialists,80,7,46238.20780092593,45862.89572916667
2026-06,2533 Internal Medicine Specialists,95,1,46092.364224537036,46092.364224537036
2026-06,2533 Internal Medicine Specialists,85,1,46123.21460648148,46008.961643518516
2026-06,3332 Plasterers,65,4,46238.20780092593,45983.20564814815
2026-06,3332 Plasterers,75,1,46176.96832175926,46176.96832175926
2026-06,3332 Plasterers,70,4,46175.54288194444,46064.742268518516
2026-06,3332 Plasterers,95,1,46176.74105324074,46176.74105324074
2026-06,3332 Plasterers,85,1,46160.85252314815,46160.85252314815
2026-06,3334 Wall and Floor Tilers,65,22,46238.20780092593,45539.48619212963
2026-06,3334 Wall and Floor Tilers,75,5,46238.20780092593,46008.527708333335
2026-06,3334 Wall and Floor Tilers,70,16,46266.21104166667,45899.61148148148
2026-06,3334 Wall and Floor Tilers,80,1,46146.213368055556,46132.6641087963
2026-06,3334 Wall and Floor Tilers,85,1,46062.761099537034,46062.761099537034
2026-06,2112 Music Professionals,95,1,46176.76207175926,46176.76207175926
2026-06,2112 Music Professionals,90,1,46165.206655092596,46161.609375
2026-06,2112 Music Professionals,100,1,46103.78722222222,46103.78722222222
2026-06,3211 Automotive Electricians,80,4,46102.20518518519,45960.019166666665
2026-06,3211 Automotive Electricians,85,1,46136.7725,46136.7725
2026-06,2534 Psychiatrists,90,1,46168.84855324074,46168.84855324074
2026-06,2534 Psychiatrists,85,1,46161.96902777778,46161.96902777778
2026-06,2514 Optometrists and Orthoptists,80,4,46174.564421296294,46086.881516203706
2026-06,2514 Optometrists and Orthoptists,95,1,46177.01708333333,46177.01708333333
2026-06,2514 Optometrists and Orthoptists,85,1,46086.20568287037,46086.20568287037
2026-06,2535 Surgeons,85,1,46058.2059375,46058.2059375
2026-06,2535 Surgeons,100,1,46177.00561342593,46177.00561342593
2026-06,2526 Podiatrists,75,1,45816.22012731482,45769.458819444444
2026-06,2526 Podiatrists,80,3,46135.49041666667,46040.59943287037
2026-06,2526 Podiatrists,85,2,46133.20638888889,45984.80570601852
2026-06,"2111 Actors, Dancers and Other Entertainers",80,3,46113.20559027778,45862.68771990741
2026-06,"2111 Actors, Dancers and Other Entertainers",85,1,46115.042916666665,46115.042916666665
2025-08,2411 Early Childhood (Pre-primary School) Teachers,95,3,45806.688368055555,45574.54138888889
2025-08,2411 Early Childhood (Pre-primary School) Teachers,90,38,45968.20462962963,45644.68221064815
2025-08,2411 Early Childhood (Pre-primary School) Teachers,85,324,45963.23332175926,45522.927152777775
2025-08,2344 Geologists Geophysicists and Hydrogeologists,95,1,45694.950277777774,45694.950277777774
2025-08,2344 Geologists Geophysicists and Hydrogeologists,90,2,45698.55284722222,45698.54491898148
2025-08,2345 Life Scientists,95,34,45887.20469907407,45546.762557870374
2025-08,2345 Life Scientists,90,31,46070.20421296296,45219.43293981482
2025-08,2345 Life Scientists,100,15,45889.4771875,45709.70222222222
2025-08,2345 Life Scientists,105,5,45951.20533564815,45631.641388888886
2025-08,2341 Agricultural and Forestry Scientists,95,18,45951.20533564815,45676.22388888889
2025-08,2341 Agricultural and Forestry Scientists,90,23,45863.20371527778,45327.198541666665
2025-08,2341 Agricultural and Forestry Scientists,100,4,45882.42690972222,45671.429074074076
2025-08,2544 Registered Nurses,80,596,46022.20449074074,45544.20447916666
2025-08,2544 Registered Nurses,95,6,45951.20533564815,45627.51228009259
2025-08,2544 Registered Nurses,90,42,45972.20482638889,45615.243946759256
2025-08,2544 Registered Nurses,85,269,46200.211064814815,45605.92486111111
2025-08,2544 Registered Nurses,100,1,45841.209502314814,45724.94929398148
2025-08,2544 Registered Nurses,105,1,45664.210486111115,45545.48861111111
2025-08,2334 Electronics Engineers,95,7,45887.20469907407,45540.62777777778
2025-08,2334 Electronics Engineers,100,6,46050.206458333334,45590.53561342593
2025-08,"2342 Chemists, and Food and Wine Scientists",95,10,45888.64975694445,45638.62123842593
2025-08,"2342 Chemists, and Food and Wine Scientists",90,19,45972.20482638889,45332.759108796294
2025-08,"2342 Chemists, and Food and Wine Scientists",110,1,45860.932974537034,45860.932974537034
2025-08,"2342 Chemists, and Food and Wine Scientists",100,6,45888.20484953704,45548.99141203704
2025-08,"2342 Chemists, and Food and Wine Scientists",105,1,45701.23767361111,45694.76855324074
2025-08,2713 Solicitors,95,8,45835.20474537037,45616.84641203703
2025-08,2713 Solicitors,90,51,45951.20533564815,45391.19767361111
2025-08,2713 Solicitors,100,1,45815.20438657407,45675.36005787037
2025-08,2331 Chemical and Materials Engineers,95,29,46198.20940972222,45648.021319444444
2025-08,2331 Chemical and Materials Engineers,90,35,45951.20533564815,45263.90837962963
2025-08,2331 Chemical and Materials Engineers,100,9,45884.73002314815,45741.77296296296
2025-08,2331 Chemical and Materials Engineers,105,1,45711.848275462966,45711.848275462966
2025-08,3123 Electrical Engineering Draftspersons and Technicians,90,6,45821.20417824074,45494.450740740744
2025-08,2321 Architects and Landscape Architects,90,9,45973.2052662037,45625.206921296296
2025-08,2321 Architects and Landscape Architects,110,1,45885.20774305556,45735.57418981481
2025-08,2531 General Practitioners and Resident Medical officers,80,92,45951.293761574074,45540.468356481484
2025-08,2531 General Practitioners and Resident Medical officers,95,1,45955.204988425925,45701.23767361111
2025-08,2531 General Practitioners and Resident Medical officers,90,23,45951.20533564815,45614.71225694445
2025-08,2531 General Practitioners and Resident Medical officers,85,60,46262.20508101852,45617.95483796296
2025-08,2247 Management and Organisation Analysts,95,3,45856.70009259259,45646.1146875
2025-08,2247 Management and Organisation Analysts,90,24,45972.827152777776,45357.193333333336
2025-08,2347 Veterinarians,95,3,45951.20533564815,45777.20434027778
2025-08,2347 Veterinarians,90,11,45856.20549768519,45236.62121527778
2025-08,2414 Secondary School Teachers,90,8,45884.20525462963,45685.38144675926
2025-08,2414 Secondary School Teachers,85,44,45867.20471064815,45629.83445601852
2025-08,"2241 Actuaries, Mathematicians and Statisticians",95,28,45951.20533564815,45555.53199074074
2025-08,"2241 Actuaries, Mathematicians and Statisticians",90,61,45966.205347222225,45269.59775462963
2025-08,"2241 Actuaries, Mathematicians and Statisticians",100,2,45851.80331018518,45769.707141203704
2025-08,3331 Glaziers,65,6,45951.20533564815,45631.019594907404
2025-08,3331 Glaziers,75,1,45875.20459490741,45841.86280092593
2025-08,3331 Glaziers,70,1,45951.20533564815,45643.779178240744
2025-08,2421 University Lecturers and Tutors,95,35,46203.207650462966,45573.20730324074
2025-08,2421 University Lecturers and Tutors,90,84,46195.20458333333,45190.74119212963
2025-08,2421 University Lecturers and Tutors,85,84,46232.20520833333,45185.025289351855
2025-08,2421 University Lecturers and Tutors,110,1,45814.222719907404,45814.222719907404
2025-08,2421 University Lecturers and Tutors,100,14,45951.20533564815,45616.572222222225
2025-08,2421 University Lecturers and Tutors,105,4,45883.721238425926,45702.19881944444
2025-08,1332 Engineering Managers,90,1,45875.20459490741,45342.803402777776
2025-08,3122 Civil Engineering Draftspersons and Technicians,95,3,45886.38511574074,45702.469363425924
2025-08,3122 Civil Engineering Draftspersons and Technicians,90,4,45777.91237268518,45621.539143518516
2025-08,1399 Other Specialist Managers,95,2,45877.20646990741,45552.97939814815
2025-08,1399 Other Specialist Managers,90,2,45951.20533564815,45712.260034722225
2025-08,2322 Cartographers and Surveyors,95,1,45845.203622685185,45711.663981481484
2025-08,2322 Cartographers and Surveyors,90,7,45784.20568287037,45622.38841435185
2025-08,2245 Land Economists and Valuers,90,4,45839.21480324074,45622.24969907408
2025-08,2336 Mining Engineers,95,3,45876.70140046296,45802.70143518518
2025-08,2336 Mining Engineers,90,8,45841.209502314814,45522.82946759259
2025-08,3223 Structural Steel and Welding Trades Workers,90,1,45770.20414351852,45516.72041666666
2025-08,2349 Other Natural and Physical Science Professionals,95,4,45951.20533564815,45619.33090277778
2025-08,2349 Other Natural and Physical Science Professionals,90,4,45828.202418981484,45695.57046296296
2025-08,2349 Other Natural and Physical Science Professionals,100,6,45951.20533564815,45551.67565972222
2025-08,2349 Other Natural and Physical Science Professionals,115,1,45951.20533564815,45749.01571759259
2025-08,1331 Construction Managers,95,1,45951.20533564815,45847.2028587963
2025-08,1331 Construction Managers,90,8,45889.20517361111,45632.74118055555
2025-08,1331 Construction Managers,100,1,45822.04760416667,45822.04760416667
2025-08,2343 Environmental Scientists,95,15,45967.20537037037,45603.976481481484
2025-08,2343 Environmental Scientists,90,22,46224.208078703705,45356.73229166667
2025-08,2343 Environmental Scientists,110,1,45586.574108796296,45586.574108796296
2025-08,2343 Environmental Scientists,100,8,45885.91930555556,45608.520266203705
2025-08,2711 Barristers,95,1,46179.20520833333,45748.53
2025-08,3312 Carpenters and Joiners,65,141,46200.211064814815,45541.72613425926
2025-08,3312 Carpenters and Joiners,75,75,45951.20533564815,45573.61376157407
2025-08,3312 Carpenters and Joiners,70,153,45967.20537037037,45603.50791666667
2025-08,3312 Carpenters and Joiners,80,28,45951.20533564815,45190.486979166664
2025-08,3312 Carpenters and Joiners,90,1,45804.56469907407,45804.56469907407
2025-08,3312 Carpenters and Joiners,85,9,45951.20533564815,45603.79452546296
2025-08,2725 Social Workers,95,1,45644.631319444445,45644.631319444445
2025-08,2725 Social Workers,90,10,45951.20533564815,45614.81039351852
2025-08,2725 Social Workers,85,56,45951.20533564815,45552.73232638889
2025-08,3322 Painting Trades Workers,75,39,45958.20761574074,45610.43875
2025-08,3322 Painting Trades Workers,70,42,45952.205034722225,45579.53944444445
2025-08,3322 Painting Trades Workers,80,12,46048.20523148148,45644.83362268518
2025-08,3322 Painting Trades Workers,85,3,45889.20517361111,45603.709398148145
2025-08,3423 Electronics Trades Workers,110,1,45734.616215277776,45734.616215277776
2025-08,2243 Economists,95,4,45877.32009259259,45699.71471064815
2025-08,2243 Economists,90,4,45881.2046412037,45637.40346064815
2025-08,3311 Bricklayers and Stonemasons,65,24,45951.20533564815,45545.561203703706
2025-08,3311 Bricklayers and Stonemasons,75,6,46023.20457175926,45671.784421296295
2025-08,3311 Bricklayers and Stonemasons,70,15,45951.20533564815,45630.3999537037
2025-08,3311 Bricklayers and Stonemasons,80,3,45859.62783564815,45680.799895833334
2025-08,3311 Bricklayers and Stonemasons,90,1,45709.42905092592,45709.42905092592
2025-08,3311 Bricklayers and Stonemasons,85,1,45747.79150462963,45747.79150462963
2025-08,1342 Health and Welfare Services Managers,90,1,45860.21960648148,45704.20545138889
2025-08,2539 Other Medical Practitioners,80,72,45964.204618055555,45540.80498842592
2025-08,2539 Other Medical Practitioners,95,1,45886.5925462963,45886.5925462963
2025-08,2539 Other Medical Practitioners,90,15,46003.21107638889,45552.04440972222
2025-08,2539 Other Medical Practitioners,85,59,46262.20508101852,45544.945185185185
2025-08,2539 Other Medical Practitioners,100,1,45781.20457175926,45748.90258101852
2025-08,3411 Electricians,65,36,46090.206030092595,45541.77371527778
2025-08,3411 Electricians,75,12,45954.20462962963,45562.72253472222
2025-08,3411 Electricians,70,18,45889.660219907404,45631.800625
2025-08,3411 Electricians,80,6,45881.86708333333,45779.72583333333
2025-08,3411 Electricians,85,1,45746.50177083333,45746.50177083333
2025-08,3411 Electricians,100,1,45807.204560185186,45563.286203703705
2025-08,2525 Physiotherapists,80,52,45951.20533564815,45545.895520833335
2025-08,2525 Physiotherapists,95,2,45824.89328703703,45793.22375
2025-08,2525 Physiotherapists,90,9,45951.20533564815,45732.937002314815
2025-08,2525 Physiotherapists,85,34,45957.2046875,45625.76262731481
2025-08,2512 Medical Imaging Professionals,80,19,46126.20585648148,45626.42833333334
2025-08,2512 Medical Imaging Professionals,95,3,45951.20533564815,45776.93479166667
2025-08,2512 Medical Imaging Professionals,90,9,45951.20533564815,45642.79221064815
2025-08,2512 Medical Imaging Professionals,85,12,45964.204618055555,45714.78003472222
2025-08,"4523 Sports Coaches, Instructors and Officials",95,1,45821.52222222222,45821.52222222222
2025-08,2527 Speech Professionals and Audiologists,80,20,45972.20482638889,45659.44834490741
2025-08,2527 Speech Professionals and Audiologists,90,6,45877.79418981481,45691.796435185184
2025-08,2527 Speech Professionals and Audiologists,85,18,45887.20469907407,45637.46465277778
2025-08,2524 Occupational Therapists,80,36,45951.20533564815,45542.50232638889
2025-08,2524 Occupational Therapists,95,1,45856.20549768519,45613.81984953704
2025-08,2524 Occupational Therapists,90,2,45951.20533564815,45810.204560185186
2025-08,2524 Occupational Therapists,85,12,45866.69835648148,45604.670277777775
2025-08,2346 Medical Laboratory Scientists,95,1,45848.20394675926,45848.20394675926
2025-08,2346 Medical Laboratory Scientists,90,3,45743.205972222226,45588.993113425924
2025-08,2346 Medical Laboratory Scientists,100,1,45951.20533564815,45738.429918981485
2025-08,2723 Psychologists,95,1,45734.19086805556,45734.19086805556
2025-08,2723 Psychologists,90,1,45794.20574074074,45741.20618055556
2025-08,2723 Psychologists,85,8,45883.20490740741,45662.95832175926
2025-08,2541 Midwives,80,12,45951.20533564815,45610.54638888889
2025-08,2541 Midwives,85,4,45870.03015046296,45729.644953703704
2025-08,3341 Plumbers,65,29,46037.20556712963,45543.886030092595
2025-08,3341 Plumbers,75,8,45887.39340277778,45664.210486111115
2025-08,3341 Plumbers,70,14,45887.20469907407,45545.67197916667
2025-08,3341 Plumbers,80,3,45951.20533564815,45634.188680555555
2025-08,3341 Plumbers,90,1,45868.204247685186,45550.523888888885
2025-08,3341 Plumbers,85,2,45951.20533564815,45646.467569444445
2025-08,3241 Panelbeaters,90,1,45820.20434027778,45681.75712962963
2025-08,3991 Boat Builders and Shipwrights,90,1,45769.20332175926,45714.35973379629
2025-08,2533 Internal Medicine Specialists,80,7,45854.20359953704,45636.47216435185
2025-08,2533 Internal Medicine Specialists,90,3,45951.20533564815,45755.92753472222
2025-08,2533 Internal Medicine Specialists,85,1,45783.20459490741,45751.50753472222
2025-08,3332 Plasterers,65,6,45951.20533564815,45547.025243055556
2025-08,3332 Plasterers,75,4,45951.20533564815,45545.782430555555
2025-08,3334 Wall and Floor Tilers,65,37,45951.20533564815,45549.74204861111
2025-08,3334 Wall and Floor Tilers,75,1,45797.204189814816,45616.63888888889
2025-08,3334 Wall and Floor Tilers,70,13,46061.20533564815,45608.78090277778
2025-08,3334 Wall and Floor Tilers,80,1,46162.204560185186,45616.59892361111
2025-08,3334 Wall and Floor Tilers,85,1,45831.20376157408,45702.88490740741
2025-08,2534 Psychiatrists,80,1,45811.28743055555,45811.28743055555
2025-08,2534 Psychiatrists,85,2,45761.45042824074,45677.9519212963
2025-08,2514 Optometrists and Orthoptists,80,3,45951.20533564815,45755.97048611111
2025-08,2514 Optometrists and Orthoptists,85,1,45812.555625,45812.555625
2025-08,2535 Surgeons,85,1,45839.21480324074,45839.21480324074
2025-08,2526 Podiatrists,80,1,45810.89381944444,45810.89381944444
2025-08,2526 Podiatrists,90,2,45833.20297453704,45719.793032407404
2024-11,2613 Software and Applications Programmers,95,436,46245.210856481484,44899.87881944444
2024-11,2613 Software and Applications Programmers,90,244,46256.2065625,44936.67364583333
2024-11,2613 Software and Applications Programmers,85,8,45595.21034722222,44883.720243055555
2024-11,2613 Software and Applications Programmers,100,51,46106.20457175926,45451.20040509259
2024-11,2613 Software and Applications Programmers,105,4,45574.681666666664,45531.72887731482
2024-11,3212 Motor Mechanics,95,4,45601.205983796295,45509.458032407405
2024-11,3212 Motor Mechanics,90,6,46192.20547453704,45434.45820601852
2024-11,2332 Civil Engineering Professionals,75,164,46258.205046296294,44909.774039351854
2024-11,2332 Civil Engineering Professionals,70,29,45664.210486111115,44901.618263888886
2024-11,2332 Civil Engineering Professionals,80,90,46203.207650462966,44929.459340277775
2024-11,2332 Civil Engineering Professionals,95,20,45664.210486111115,45469.19871527778
2024-11,2332 Civil Engineering Professionals,90,269,46214.205358796295,44944.45591435185
2024-11,2332 Civil Engineering Professionals,85,48,45972.68070601852,44877.9640162037
2024-11,2332 Civil Engineering Professionals,100,1,45601.205983796295,45531.71628472222
2024-11,2332 Civil Engineering Professionals,105,1,45507.9146412037,45507.9146412037
2024-11,2411 Early Childhood (Pre-primary School) Teachers,75,341,46241.20543981482,45016.664305555554
2024-11,2411 Early Childhood (Pre-primary School) Teachers,70,2,45339.19898148148,45072.48815972222
2024-11,2411 Early Childhood (Pre-primary School) Teachers,80,203,46250.20707175926,45275.76646990741
2024-11,2411 Early Childhood (Pre-primary School) Teachers,95,1,45805.20607638889,45574.54138888889
2024-11,2411 Early Childhood (Pre-primary School) Teachers,90,2,45575.892534722225,45472.22238425926
2024-11,2411 Early Childhood (Pre-primary School) Teachers,85,41,45889.20517361111,45464.5691087963
2024-11,2611 ICT Business and Systems Analysts,95,304,46262.20508101852,44880.54540509259
2024-11,2611 ICT Business and Systems Analysts,110,1,45495.624189814815,45495.624189814815
2024-11,2611 ICT Business and Systems Analysts,100,34,46037.20556712963,45445.31895833334
2024-11,2211 Accountants,95,298,46154.20450231482,44903.40508101852
2024-11,2211 Accountants,90,111,46240.20517361111,44904.91013888889
2024-11,2211 Accountants,85,4,45551.20259259259,44904.831666666665
2024-11,2211 Accountants,100,37,46262.20508101852,45451.20040509259
2024-11,2344 Geologists Geophysicists and Hydrogeologists,90,3,45563.70018518518,45421.995729166665
2024-11,"2621 Database and Systems Administrators, and ICT Security Specialists",95,167,46158.20484953704,44904.52222222222
2024-11,"2621 Database and Systems Administrators, and ICT Security Specialists",100,3,46106.20457175926,45464.199479166666
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,15,45958.20761574074,45464.199479166666
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",90,290,46240.20517361111,44903.76064814815
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,34,45597.20515046296,44903.468125
2024-11,2345 Life Scientists,95,8,45872.20747685185,45541.706967592596
2024-11,2345 Life Scientists,90,53,45822.20416666667,44926.9462037037
2024-11,2345 Life Scientists,100,5,45596.650092592594,45565.60650462963
2024-11,2345 Life Scientists,105,2,45586.70240740741,45570.45736111111
2024-11,"2335 Industrial, Mechanical and Production Engineers",95,28,46007.205717592595,45463.236655092594
2024-11,"2335 Industrial, Mechanical and Production Engineers",90,327,46246.21188657408,44910.027650462966
2024-11,"2335 Industrial, Mechanical and Production Engineers",85,23,45603.20711805556,44880.66678240741
2024-11,"2335 Industrial, Mechanical and Production Engineers",100,2,45836.20675925926,45546.721041666664
2024-11,2339 Other Engineering Professionals,95,12,46175.20494212963,45464.73369212963
2024-11,2339 Other Engineering Professionals,90,236,46109.20630787037,44904.62465277778
2024-11,2339 Other Engineering Professionals,85,19,45573.20730324074,44873.88407407407
2024-11,2339 Other Engineering Professionals,100,3,45601.85236111111,45538.26090277778
2024-11,2339 Other Engineering Professionals,105,1,45601.205983796295,45531.483449074076
2024-11,2341 Agricultural and Forestry Scientists,95,5,45699.20820601852,45554.28177083333
2024-11,2341 Agricultural and Forestry Scientists,90,23,45699.20820601852,45094.7622337963
2024-11,2341 Agricultural and Forestry Scientists,85,2,45548.20313657408,44896.46430555556
2024-11,2341 Agricultural and Forestry Scientists,100,2,45713.20611111111,45560.12731481482
2024-11,2341 Agricultural and Forestry Scientists,105,1,45566.240578703706,45566.240578703706
2024-11,2544 Registered Nurses,75,641,45966.205347222225,45250.69017361111
2024-11,2544 Registered Nurses,70,8,45572.20633101852,45072.65158564815
2024-11,2544 Registered Nurses,80,126,45880.20445601852,45294.948067129626
2024-11,2544 Registered Nurses,95,1,45553.263553240744,45553.263553240744
2024-11,2544 Registered Nurses,90,7,45601.205983796295,45525.41385416667
2024-11,2544 Registered Nurses,85,36,45600.20626157407,45477.97142361111
2024-11,2544 Registered Nurses,100,2,45565.2791087963,45499.76164351852
2024-11,2544 Registered Nurses,105,1,45664.210486111115,45545.48861111111
2024-11,3513 Chefs,95,1,45599.214479166665,45567.81185185185
2024-11,3513 Chefs,90,53,46232.20520833333,44959.01236111111
2024-11,3513 Chefs,85,1,45319.20959490741,44890.97902777778
2024-11,3513 Chefs,100,1,45565.43509259259,45565.43509259259
2024-11,2334 Electronics Engineers,95,12,45806.20425925926,45502.57295138889
2024-11,2334 Electronics Engineers,90,77,46076.206145833334,44905.500393518516
2024-11,2334 Electronics Engineers,85,8,45593.207280092596,44881.66601851852
2024-11,2334 Electronics Engineers,100,2,45824.203935185185,45570.043171296296
2024-11,3232 Metal Fitters and Machinists,90,1,45471.223078703704,45471.223078703704
2024-11,2631 Computer Network Professionals,95,94,45981.20652777778,44892.846041666664
2024-11,2631 Computer Network Professionals,100,6,45778.20569444444,45539.20443287037
2024-11,"2342 Chemists, and Food and Wine Scientists",90,27,45811.204664351855,44903.933842592596
2024-11,"2342 Chemists, and Food and Wine Scientists",100,1,45691.20650462963,45548.99141203704
2024-11,2713 Solicitors,95,4,45601.205983796295,45525.153391203705
2024-11,2713 Solicitors,90,61,45847.2028587963,44905.38164351852
2024-11,2713 Solicitors,85,1,45419.198599537034,44909.33607638889
2024-11,2331 Chemical and Materials Engineers,95,11,45592.2346875,45488.20177083334
2024-11,2331 Chemical and Materials Engineers,90,57,45791.204664351855,44914.67222222222
2024-11,2331 Chemical and Materials Engineers,85,5,45510.20346064815,44877.43252314815
2024-11,2331 Chemical and Materials Engineers,100,3,45601.205983796295,45531.47377314815
2024-11,3123 Electrical Engineering Draftspersons and Technicians,90,1,45821.20417824074,45494.450740740744
2024-11,2333 Electrical Engineers,95,10,45599.214479166665,45509.20396990741
2024-11,2333 Electrical Engineers,90,117,46046.206724537034,44905.528344907405
2024-11,2333 Electrical Engineers,85,6,45522.22236111111,44873.68141203704
2024-11,2321 Architects and Landscape Architects,75,143,46264.213784722226,44905.60796296296
2024-11,2321 Architects and Landscape Architects,70,24,45702.20854166667,44878.965578703705
2024-11,2321 Architects and Landscape Architects,80,70,46122.20525462963,44888.01603009259
2024-11,2321 Architects and Landscape Architects,95,1,45546.86148148148,45546.86148148148
2024-11,2321 Architects and Landscape Architects,90,6,45601.205983796295,45460.42292824074
2024-11,2321 Architects and Landscape Architects,85,26,45929.2043287037,45449.68952546296
2024-11,2321 Architects and Landscape Architects,105,1,45527.29931712963,45527.29931712963
2024-11,2531 General Practitioners and Resident Medical officers,75,47,45932.20553240741,45261.766805555555
2024-11,2531 General Practitioners and Resident Medical officers,80,36,45748.223541666666,45330.41636574074
2024-11,2531 General Practitioners and Resident Medical officers,90,3,45543.888715277775,45510.0624537037
2024-11,2531 General Practitioners and Resident Medical officers,85,15,45601.205983796295,45483.76917824074
2024-11,2531 General Practitioners and Resident Medical officers,110,1,45518.32722222222,45518.32722222222
2024-11,2247 Management and Organisation Analysts,95,4,45599.214479166665,45540.450694444444
2024-11,2247 Management and Organisation Analysts,90,28,45825.20384259259,45077.96747685185
2024-11,2247 Management and Organisation Analysts,85,1,45574.25268518519,44912.666284722225
2024-11,2347 Veterinarians,90,10,45822.20416666667,45233.836122685185
